0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.657249568091714774e-03,3.314708848877038344e-02,9.114762774998252937e-02,1.177174770564326928e-01,1.128566364081208806e-01,1.077349031826397852e-01,1.023522773799894203e-01,9.583682854489350422e-02,8.818855667735203685e-02,8.021593749895976344e-02,7.191897100971669787e-02,6.362200452047363231e-02,2.960444191457703086e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.581486513750026898e-02,4.715731357530734275e-02,9.997886737394584555e-02,1.258222626448080028e-01,1.246874993878938076e-01,1.247665018931220088e-01,1.260592701604926202e-01,1.218039079470644021e-01,1.120004152528373959e-01,1.019090966270282950e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.182062284230903260e-02,9.182062284230903260e-02,9.182062284230903260e-02,9.266362768624163138e-02,9.687865190590459752e-02,1.010936761255675775e-01,1.053087003452305576e-01,1.095237245648935376e-01,1.105830560486712605e-01,1.084866947965637540e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.987288135593220428e-02,2.987288135593220428e-02,2.987288135593220428e-02,3.538135593220339409e-02,6.292372881355931535e-02,9.046610169491525744e-02,1.180084745762711856e-01,1.455508474576271138e-01,1.941737288135593209e-01,2.638771186440677652e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.388144444608214900e-02,1.754646457495234457e-01,2.656684667191644977e-01,2.635435848453444030e-01,1.369517054508753440e-01,8.381395274662849226e-02,3.067620004238165443e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.652541074642870256e-02,9.652541074642870256e-02,9.652541074642870256e-02,9.709988127609053832e-02,9.997223392439966161e-02,1.028445865727088127e-01,1.057169392210179498e-01,1.085892918693270870e-01,1.040629428210332746e-01,9.213789207613648502e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.824031156838044052e-02,5.406157816122107718e-02,1.052148662956695763e-01,1.299251389180024474e-01,1.281923960282197461e-01,1.250972415721568753e-01,1.206396755498138490e-01,1.131786885185141062e-01,1.027142804782576330e-01,9.273582290976435660e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
